"var_names";"smd"
"1";"age";0.00587698806310634
"2";"age_group";0
"3";"gender_concept_id";0
"4";"medea_group_2001";0.0514473235721071
"5";"aga_name";0
"6";"vac_concept_id_1";0.970314988168622
"7";"vac_concept_id_2";0.923876030298301
"8";"vac_concept_id_3";0.302870062570753
"9";"vac_scheme";0.976046757339315
"10";"vac_heterologous";0.909112599874231
"11";"cancer_diagnosis_time";0
"12";"cancer_dx_breast";0.0170386649033285
"13";"cancer_dx_prostate";0.0021605237138222
"14";"cancer_dx_colorectal";0.00182923274350599
"15";"cancer_dx_lung";0.0106323519794368
"16";"cancer_dx_head_neck";0.00964864380793575
"17";"cancer_dx_endometrium";0.0102476390111913
"18";"cancer_dx_cervix_uterus";0.0244780969353109
"19";"cancer_dx_bladder";0.00189314175356747
"20";"cancer_dx_liver_biliary";0.0116298526473213
"21";"cancer_dx_melanoma";0.0079626046625132
"22";"cancer_dx_pancreas";0.0080888016866834
"23";"cancer_dx_kidney";0.00524268199714657
"24";"cancer_dx_gastric";0.01187793374303
"25";"cancer_dx_esophagus";0.00627510379989272
"26";"cancer_dx_testis";0.00252058051116961
"27";"cancer_dx_thyroid";0.00968489454912749
"28";"cancer_dx_CNS";0.0019424497626846
"29";"cancer_dx_neuroendocrine";0.00709211577011186
"30";"cancer_dx_sarcomas";0.005812407971606
"31";"cancer_dx_leukemia";0.0122997344235291
"32";"cancer_dx_myeloma";0.0291957829708447
"33";"cancer_dx_lymphoma";0.0150649904163969
"34";"cancer_dx_other";0.0039129567095517
"35";"cancer_dx_other_2";0.00283030319784285
"36";"cancer_dx_undefined";0.00273882140870853
"37";"cancer_group_gastro_intestinal";0.00767416477401422
"38";"cancer_group_genito_urinary";0.000967138900546381
"39";"cancer_group_thyroid";0.00968489454912749
"40";"cancer_group_breast";0.0170386649033285
"41";"cancer_group_sarcomas";0.00495429964521453
"42";"cancer_group_thorax";0.0103704469124962
"43";"cancer_group_gynecology";0.0222751976162829
"44";"cancer_group_head_neck";0.00964864380793575
"45";"cancer_group_hemathological";0.0294729744683716
"46";"cancer_group_skin";0.00903194255023448
"47";"cancer_group_CNS";0.00266636758746884
"48";"cancer_group_undefined";0.00492589555769961
"49";"cancer_group_nasopharynx";0.00125285726044142
"50";"cancer_group_neuroendocrine";0.00709211577011186
"51";"cancer_group_other";0.00336060419195014
"52";"cancer_group_other_2";0.00283030319784285
"53";"charlson_index";0.00720857129806973
"54";"CCI_Rheumatologic_Disease";0.00537511575608737
"55";"CCI_Any_Malignancy";0
"56";"CCI_Metastatic_Solid_Tumor";0.00448925067418202
"57";"CCI_Diabetes_Mild";0.0106561026383379
"58";"CCI_Mild_Liver_Disease";0.0098979615058455
"59";"CCI_Peptic_Ulcer_Disease";0.00572063503122552
"60";"CCI_Chronic_Pulmonary_Disease";0.00167314829783912
"61";"CCI_Renal_Disease";0.0186219257489632
"62";"CCI_Cerebrovascular_Disease";0.00492948564114024
"63";"CCI_Diabetes_With_Complications";0.0108981654356795
"64";"CCI_Congestive_Heart_Failure";0.0156267183558516
"65";"CCI_Dementia";0.00241801864688078
"66";"CCI_Peripheral_Artery_Disease";0.00266261005560675
"67";"CCI_Myocardial_Infarction";0.00511986827386689
"68";"CCI_Moderate_Severe_Liver_Disease";0.00474108197239441
"69";"CCI_Hemiplegia_Paraplegia";0.00253937417910179
"70";"CCI_AIDS";0.00875478777217461
"71";"n_visits_outpatient";0.0220074275207824
"72";"n_visits_telehealth";0.0604146232122137
"73";"visits_outpatient_cat";0.0808156165642159
