"var_names";"smd"
"1";"age";0.000121550979377334
"2";"age_group";0
"3";"gender_concept_id";0
"4";"medea_group_2001";0.0152555875641124
"5";"aga_name";0
"6";"vac_concept_id_1";0
"7";"vac_concept_id_2";0
"8";"vac_concept_id_3";0.758101642871648
"9";"vac_scheme";2.54361057102034
"10";"cancer_diagnosis_time";0
"11";"cancer_dx_breast";0.0111851030590733
"12";"cancer_dx_prostate";0.0117943606881009
"13";"cancer_dx_colorectal";0.00100357900770507
"14";"cancer_dx_lung";0.0179043703590768
"15";"cancer_dx_head_neck";0.00855431222727742
"16";"cancer_dx_endometrium";0.0144262114595159
"17";"cancer_dx_cervix_uterus";0.0134305237461442
"18";"cancer_dx_bladder";0.0122207007492604
"19";"cancer_dx_liver_biliary";0.00260013031819852
"20";"cancer_dx_melanoma";0.0224459932046247
"21";"cancer_dx_pancreas";0.0135791972477366
"22";"cancer_dx_kidney";0.0123209901304566
"23";"cancer_dx_gastric";0.00642440145645388
"24";"cancer_dx_esophagus";0.00144511857358332
"25";"cancer_dx_testis";0.00341828806327978
"26";"cancer_dx_thyroid";0.00358254703655263
"27";"cancer_dx_CNS";0.00367649918952428
"28";"cancer_dx_neuroendocrine";0.00418740463767061
"29";"cancer_dx_sarcomas";0.0036496594180299
"30";"cancer_dx_leukemia";0.0018415121361454
"31";"cancer_dx_myeloma";0.0146582576660138
"32";"cancer_dx_lymphoma";0.0120643907779688
"33";"cancer_dx_other";0.000866502547017489
"34";"cancer_dx_other_2";0.00319140499965791
"35";"cancer_dx_undefined";0.00864899478435749
"36";"cancer_group_gastro_intestinal";0.00585875328850981
"37";"cancer_group_genito_urinary";0.00514036258874508
"38";"cancer_group_thyroid";0.00358254703655263
"39";"cancer_group_breast";0.0111851030590733
"40";"cancer_group_sarcomas";0.00637694305912966
"41";"cancer_group_thorax";0.0162636966328693
"42";"cancer_group_gynecology";0.0148922398541803
"43";"cancer_group_head_neck";0.00855431222727742
"44";"cancer_group_hemathological";0.0159400848305096
"45";"cancer_group_skin";0.0244120782165625
"46";"cancer_group_CNS";0.00347561578758941
"47";"cancer_group_undefined";0.012212886919089
"48";"cancer_group_nasopharynx";0.00686996773835302
"49";"cancer_group_neuroendocrine";0.00418740463767061
"50";"cancer_group_other";0.0045909757983195
"51";"cancer_group_other_2";0.00319140499965791
"52";"charlson_index";0.02234930766328
"53";"CCI_Rheumatologic_Disease";0.0142791379068364
"54";"CCI_Any_Malignancy";0
"55";"CCI_Metastatic_Solid_Tumor";0.0259402301403437
"56";"CCI_Diabetes_Mild";0.00312488350827954
"57";"CCI_Mild_Liver_Disease";0.0117597920086278
"58";"CCI_Peptic_Ulcer_Disease";0.0132526732126243
"59";"CCI_Chronic_Pulmonary_Disease";0.00259769669251137
"60";"CCI_Renal_Disease";0.00128276598717292
"61";"CCI_Cerebrovascular_Disease";0.00455512389118094
"62";"CCI_Diabetes_With_Complications";0.0079306053593139
"63";"CCI_Congestive_Heart_Failure";0.00739380959303341
"64";"CCI_Dementia";0.00717894358645115
"65";"CCI_Peripheral_Artery_Disease";0.00158609283692795
"66";"CCI_Myocardial_Infarction";0.00186972750382461
"67";"CCI_Moderate_Severe_Liver_Disease";0.00927029312004313
"68";"CCI_Hemiplegia_Paraplegia";0.000638547455793141
"69";"CCI_AIDS";0.00153394102210986
"70";"n_visits_outpatient";0.024262523612452
"71";"n_visits_telehealth";0.0329668027357311
"72";"visits_outpatient_cat";0.0425697093723631
