"var_names";"smd"
"1";"matched_any";Inf
"2";"age";0.0977762955572737
"3";"age_group";0.241193480304255
"4";"gender_concept_id";0.0186411373332887
"5";"medea_group_2001";0.222060357065476
"6";"aga_name";0.251927079242294
"7";"cancer_diagnosis_time";0.418349131916172
"8";"cancer_dx_breast";0.0504213835622544
"9";"cancer_dx_prostate";0.0930078579455453
"10";"cancer_dx_colorectal";0.0190824204300985
"11";"cancer_dx_lung";0.0649768379896144
"12";"cancer_dx_head_neck";0.00462523628029061
"13";"cancer_dx_endometrium";0.0171234306829555
"14";"cancer_dx_cervix_uterus";0.0370719780524111
"15";"cancer_dx_bladder";0.0346952846806059
"16";"cancer_dx_liver_biliary";0.0490256188960354
"17";"cancer_dx_melanoma";0.0198705982716548
"18";"cancer_dx_pancreas";0.0558142153272145
"19";"cancer_dx_kidney";0.0267647898041445
"20";"cancer_dx_gastric";0.0338355550366247
"21";"cancer_dx_esophagus";0.0206779979236369
"22";"cancer_dx_testis";0.042576849402951
"23";"cancer_dx_thyroid";0.0304058129146015
"24";"cancer_dx_CNS";0.0498880206159856
"25";"cancer_dx_neuroendocrine";0.00251553304305082
"26";"cancer_dx_sarcomas";0.0296710013795179
"27";"cancer_dx_leukemia";0.0182133517233892
"28";"cancer_dx_myeloma";0.0171663562889506
"29";"cancer_dx_lymphoma";0.00744466811638388
"30";"cancer_dx_other";0.028430094155723
"31";"cancer_dx_other_2";0.0327518595522873
"32";"cancer_dx_undefined";0.0226406267971609
"33";"cancer_group_gastro_intestinal";0.0337665787331205
"34";"cancer_group_genito_urinary";0.0898490300715708
"35";"cancer_group_thyroid";0.0304058129146015
"36";"cancer_group_breast";0.0504213835622544
"37";"cancer_group_sarcomas";0.0338658047235026
"38";"cancer_group_thorax";0.0655539769056511
"39";"cancer_group_gynecology";0.0177326653274533
"40";"cancer_group_head_neck";0.00462523628029061
"41";"cancer_group_hemathological";0.00795516982947349
"42";"cancer_group_skin";0.0109244097415932
"43";"cancer_group_CNS";0.0421270561108334
"44";"cancer_group_undefined";0.0411697417729625
"45";"cancer_group_nasopharynx";0.0106254291869537
"46";"cancer_group_neuroendocrine";0.00251553304305082
"47";"cancer_group_other";0.0112635324104419
"48";"cancer_group_other_2";0.0327518595522873
"49";"charlson_index";0.133408381728881
"50";"CCI_Rheumatologic_Disease";0.00654740791398971
"51";"CCI_Any_Malignancy";0
"52";"CCI_Metastatic_Solid_Tumor";0.13864290010098
"53";"CCI_Diabetes_Mild";0.0393914018642944
"54";"CCI_Mild_Liver_Disease";0.0228522252534455
"55";"CCI_Peptic_Ulcer_Disease";0.0120897746079153
"56";"CCI_Chronic_Pulmonary_Disease";0.0054503670355433
"57";"CCI_Renal_Disease";0.0517412923332337
"58";"CCI_Cerebrovascular_Disease";0.0139562656434468
"59";"CCI_Diabetes_With_Complications";0.0102788352323465
"60";"CCI_Congestive_Heart_Failure";0.0610734978827877
"61";"CCI_Dementia";0.0414033928403515
"62";"CCI_Peripheral_Artery_Disease";0.00293879534078296
"63";"CCI_Myocardial_Infarction";0.00515580231279918
"64";"CCI_Moderate_Severe_Liver_Disease";0.0525563757016339
"65";"CCI_Hemiplegia_Paraplegia";0.0380787397438522
"66";"CCI_AIDS";0.0320360219967782
"67";"n_visits_outpatient";0.0465485410805189
"68";"n_visits_telehealth";0.0011155237983121
"69";"visits_outpatient_cat";0.209503551725679
