"var_names";"smd"
"1";"age";0.00387099313502782
"2";"age_group";0.00381232766712208
"3";"gender_concept_id";0.00185377868081433
"4";"medea_group_2001";0.0481149371660899
"5";"aga_name";0.00731536525617632
"6";"vac_concept_id_1";0.9015186310189
"7";"vac_concept_id_2";0.810405070177259
"8";"vac_concept_id_3";0.296020320786979
"9";"vac_scheme";0.90811162077989
"10";"vac_heterologous";0.777820303906236
"11";"cancer_diagnosis_time";0.00265112320752454
"12";"cancer_dx_breast";0.0165231036706398
"13";"cancer_dx_prostate";0.00315639763706605
"14";"cancer_dx_colorectal";0.00216825418761357
"15";"cancer_dx_lung";0.013716258821859
"16";"cancer_dx_head_neck";0.00774125733036462
"17";"cancer_dx_endometrium";0.0084368186785178
"18";"cancer_dx_cervix_uterus";0.0234216832508434
"19";"cancer_dx_bladder";0.00095293201538615
"20";"cancer_dx_liver_biliary";0.0135494509043877
"21";"cancer_dx_melanoma";0.00834041739300433
"22";"cancer_dx_pancreas";0.0102612658363715
"23";"cancer_dx_kidney";0.00640290373342127
"24";"cancer_dx_gastric";0.0131771993424736
"25";"cancer_dx_esophagus";0.00615726538701135
"26";"cancer_dx_testis";0.00223047222368497
"27";"cancer_dx_thyroid";0.00898611564221174
"28";"cancer_dx_CNS";0.00125242538210818
"29";"cancer_dx_neuroendocrine";0.00594200251793486
"30";"cancer_dx_sarcomas";0.00519915154244434
"31";"cancer_dx_leukemia";0.0116051979205225
"32";"cancer_dx_myeloma";0.0275655859946603
"33";"cancer_dx_lymphoma";0.012837015574106
"34";"cancer_dx_other";0.00368167922566039
"35";"cancer_dx_other_2";0.000975136091440251
"36";"cancer_dx_undefined";0.000533681084788039
"37";"cancer_group_gastro_intestinal";0.00904695411152807
"38";"cancer_group_genito_urinary";0.00290032794205533
"39";"cancer_group_thyroid";0.00898611564221174
"40";"cancer_group_breast";0.0165231036706398
"41";"cancer_group_sarcomas";0.00468010841948732
"42";"cancer_group_thorax";0.0131885861495712
"43";"cancer_group_gynecology";0.021096223569506
"44";"cancer_group_head_neck";0.00774125733036462
"45";"cancer_group_hemathological";0.0267566287584822
"46";"cancer_group_skin";0.00956174798746461
"47";"cancer_group_CNS";0.00165730842332752
"48";"cancer_group_undefined";0.00476699025890569
"49";"cancer_group_nasopharynx";0.000795483241952736
"50";"cancer_group_neuroendocrine";0.00594200251793486
"51";"cancer_group_other";0.00428469242472761
"52";"cancer_group_other_2";0.000975136091440251
"53";"charlson_index";0.00101357307142624
"54";"CCI_Rheumatologic_Disease";0.0043301293897376
"55";"CCI_Any_Malignancy";0
"56";"CCI_Metastatic_Solid_Tumor";0.0104403124192244
"57";"CCI_Diabetes_Mild";0.00851433843089105
"58";"CCI_Mild_Liver_Disease";0.00943021307687794
"59";"CCI_Peptic_Ulcer_Disease";0.00859429450128435
"60";"CCI_Chronic_Pulmonary_Disease";0.000583783190400264
"61";"CCI_Renal_Disease";0.0152254811670847
"62";"CCI_Cerebrovascular_Disease";0.0025662843020061
"63";"CCI_Diabetes_With_Complications";0.0107452182544963
"64";"CCI_Congestive_Heart_Failure";0.013559640940488
"65";"CCI_Dementia";0.00122840383058714
"66";"CCI_Peripheral_Artery_Disease";0.00259040392579656
"67";"CCI_Myocardial_Infarction";0.00353374555628833
"68";"CCI_Moderate_Severe_Liver_Disease";0.00315363696563565
"69";"CCI_Hemiplegia_Paraplegia";0.00389434692037069
"70";"CCI_AIDS";0.00758076985469863
"71";"n_visits_outpatient";0.0204026781983066
"72";"n_visits_telehealth";0.0576707354922393
"73";"visits_outpatient_cat";0.0779884974782617
