"var_names";"smd"
"1";"age";0.000952323819414188
"2";"age_group";0.00356213484031337
"3";"gender_concept_id";0.000407853632248782
"4";"medea_group_2001";0.0210176188864072
"5";"aga_name";0.0226005519326172
"6";"vac_concept_id_1";0.00171274432847979
"7";"vac_concept_id_2";0.00171274432847979
"8";"vac_concept_id_3";0.769998173446735
"9";"vac_scheme";0.00171274432847979
"10";"cancer_diagnosis_time";0.00592213040235717
"11";"cancer_dx_breast";0.00697721025251576
"12";"cancer_dx_prostate";0.015110913220753
"13";"cancer_dx_colorectal";0.00766766054021944
"14";"cancer_dx_lung";0.0197154039924766
"15";"cancer_dx_head_neck";0.00702992922956154
"16";"cancer_dx_endometrium";0.013394939649504
"17";"cancer_dx_cervix_uterus";0.0101315812309453
"18";"cancer_dx_bladder";0.0186645977292606
"19";"cancer_dx_liver_biliary";0.00203843691655785
"20";"cancer_dx_melanoma";0.0270408200254359
"21";"cancer_dx_pancreas";0.0182281511262124
"22";"cancer_dx_kidney";0.00522287381823685
"23";"cancer_dx_gastric";0.0055192785437574
"24";"cancer_dx_esophagus";2.09121929186269e-05
"25";"cancer_dx_testis";0.00330095834960117
"26";"cancer_dx_thyroid";0.000863126393412807
"27";"cancer_dx_CNS";0.00681499311397201
"28";"cancer_dx_neuroendocrine";0.0017437134328271
"29";"cancer_dx_sarcomas";0.000930941660068674
"30";"cancer_dx_leukemia";0.00448003396956826
"31";"cancer_dx_myeloma";0.0159836909048303
"32";"cancer_dx_lymphoma";0.0123713637603838
"33";"cancer_dx_other";0.0038054812884084
"34";"cancer_dx_other_2";0.00188092495463557
"35";"cancer_dx_undefined";0.00609775230891735
"36";"cancer_group_gastro_intestinal";0.00124766283315049
"37";"cancer_group_genito_urinary";0.00168738166229678
"38";"cancer_group_thyroid";0.000863126393412807
"39";"cancer_group_breast";0.00697721025251576
"40";"cancer_group_sarcomas";0.00411758773845813
"41";"cancer_group_thorax";0.0175678476540884
"42";"cancer_group_gynecology";0.0157049512277358
"43";"cancer_group_head_neck";0.00702992922956154
"44";"cancer_group_hemathological";0.0213218605979927
"45";"cancer_group_skin";0.0274203808907815
"46";"cancer_group_CNS";0.00411659253541744
"47";"cancer_group_undefined";0.0183661638873929
"48";"cancer_group_nasopharynx";0.00524979477479045
"49";"cancer_group_neuroendocrine";0.0017437134328271
"50";"cancer_group_other";0.00926038455465416
"51";"cancer_group_other_2";0.00188092495463557
"52";"charlson_index";0.0314506098641983
"53";"CCI_Rheumatologic_Disease";0.0134556133318219
"54";"CCI_Any_Malignancy";0
"55";"CCI_Metastatic_Solid_Tumor";0.0287757364981688
"56";"CCI_Diabetes_Mild";0.00965194201442584
"57";"CCI_Mild_Liver_Disease";0.0160602493908769
"58";"CCI_Peptic_Ulcer_Disease";0.0135770951470009
"59";"CCI_Chronic_Pulmonary_Disease";0.00958906351612347
"60";"CCI_Renal_Disease";0.00629322866818732
"61";"CCI_Cerebrovascular_Disease";0.00807289795270068
"62";"CCI_Diabetes_With_Complications";0.0154484638897193
"63";"CCI_Congestive_Heart_Failure";0.012162495566962
"64";"CCI_Dementia";0.011894992034839
"65";"CCI_Peripheral_Artery_Disease";0.00425250853958066
"66";"CCI_Myocardial_Infarction";0.000531723777751739
"67";"CCI_Moderate_Severe_Liver_Disease";0.0142161191807648
"68";"CCI_Hemiplegia_Paraplegia";0.000788781550041339
"69";"CCI_AIDS";0.00213524367487329
"70";"n_visits_outpatient";0.0191460266288521
"71";"n_visits_telehealth";0.0294208756443554
"72";"visits_outpatient_cat";0.0379612241406906
